,Experiment number,M,N,Epsilon,Integrator,E1,E2,Training Loss
791,2.0,5.0,500.0,0.01,3.0,7.532939660406857e-06,0.0049225337298544,1.6102910550726417e-06
792,2.0,5.0,500.0,0.001,0.0,2.59396170638581e-07,0.000933219072249,1.6455519247842122e-08
793,2.0,5.0,500.0,0.001,1.0,1.721875769699576e-07,0.0005671262752491,1.7056177081305178e-08
794,2.0,5.0,500.0,0.001,2.0,1.206951127689614e-06,0.0024684517726477,4.49662949795882e-08
795,2.0,5.0,500.0,0.001,3.0,1.3831070634000903e-06,0.002582552073837,2.346328409145292e-08
796,2.0,5.0,500.0,0.0,0.0,1.4450285457292597e-07,0.0003376366972268,1.6421344165935578e-10
797,2.0,5.0,500.0,0.0,1.0,1.1628102518875013e-07,0.0003160291349082,9.898047163150212e-11
798,2.0,5.0,500.0,0.0,2.0,1.1929578889702165e-06,0.0021015991147494,3.125341424825095e-08
799,2.0,5.0,500.0,0.0,3.0,8.55344769171208e-07,0.0021397543401729,6.521264745686056e-09
800,2.0,5.0,1000.0,0.1,0.0,0.0005354337265284,0.0344682611598403,0.0001659440203314
801,2.0,5.0,1000.0,0.1,1.0,0.0003888047870868,0.0246843618738902,0.0001644384172113
802,2.0,5.0,1000.0,0.1,2.0,0.0004751399898074,0.0275816299172292,0.0001659466801924
803,2.0,5.0,1000.0,0.1,3.0,0.0004086366810469,0.0234390424598851,0.0001718195348309
804,2.0,5.0,1000.0,0.01,0.0,3.876446012567816e-06,0.0029587745878858,1.6967027640879295e-06
805,2.0,5.0,1000.0,0.01,1.0,2.170899317159161e-06,0.0018680837853718,1.6416070861220386e-06
806,2.0,5.0,1000.0,0.01,2.0,5.6301852135038045e-06,0.004012332811271,1.6256047593081889e-06
807,2.0,5.0,1000.0,0.01,3.0,5.496961908434646e-06,0.0039487551322285,1.7128198500167932e-06
808,2.0,5.0,1000.0,0.001,0.0,1.4104314783367469e-07,0.0005710282736859,1.6795317755554267e-08
809,2.0,5.0,1000.0,0.001,1.0,1.3641895863947764e-07,0.0004233879987952,1.68244871072847e-08
810,2.0,5.0,1000.0,0.001,2.0,3.2833108001013595e-06,0.004042610323523,4.4620638503190083e-08
811,2.0,5.0,1000.0,0.001,3.0,1.3814754192780863e-06,0.0026236955574167,2.1759905523351298e-08
812,2.0,5.0,1000.0,0.0,0.0,9.105158438562025e-08,0.0001900899467954,6.678468072104194e-11
813,2.0,5.0,1000.0,0.0,1.0,1.3417243213160017e-07,0.0002366577469975,8.468033587675164e-11
814,2.0,5.0,1000.0,0.0,2.0,1.3183995795768657e-06,0.0024548983223494,2.8918595610684738e-08
815,2.0,5.0,1000.0,0.0,3.0,8.878030211115821e-07,0.0020898708572544,6.561009960163569e-09
816,2.0,5.0,1500.0,0.1,0.0,0.0001616507593909,0.0142550540616136,0.00016610198159
817,2.0,5.0,1500.0,0.1,1.0,0.0001596150612959,0.0184154286522779,0.0001661556144532
818,2.0,5.0,1500.0,0.1,2.0,0.0001711139501721,0.0169026862058397,0.0001640717794953
819,2.0,5.0,1500.0,0.1,3.0,0.0002810432278769,0.0297343975422826,0.0001699261071082
820,2.0,5.0,1500.0,0.01,0.0,1.0642210608295532e-05,0.0071860613751557,1.7049298636424129e-06
821,2.0,5.0,1500.0,0.01,1.0,4.619371773997953e-06,0.0031029719362671,1.6446574765739152e-06
822,2.0,5.0,1500.0,0.01,2.0,1.0029249704786304e-05,0.0069439141774616,1.7280489191592406e-06
823,2.0,5.0,1500.0,0.01,3.0,4.302609728939012e-06,0.0039800264908921,1.6622483348416987e-06
824,2.0,5.0,1500.0,0.001,0.0,1.5412617034852046e-07,0.0005809859549163,1.6242344433941412e-08
825,2.0,5.0,1500.0,0.001,1.0,9.99926426112634e-08,0.0005618172713225,1.7012117053508823e-08
826,2.0,5.0,1500.0,0.001,2.0,1.416530306042379e-06,0.0027957074333742,4.342771901661542e-08
827,2.0,5.0,1500.0,0.001,3.0,1.565200612214074e-06,0.0028418944303859,2.359507778634044e-08
828,2.0,5.0,1500.0,0.0,0.0,4.035258934940551e-08,0.0001547964346696,2.8916627220096528e-11
829,2.0,5.0,1500.0,0.0,1.0,5.07245949469523e-08,0.0001574536599946,3.965794573221889e-11
830,2.0,5.0,1500.0,0.0,2.0,3.829229150603935e-07,0.0009205771037063,2.7750327712287507e-08
831,2.0,5.0,1500.0,0.0,3.0,9.628284209154614e-07,0.002160427505788,6.368131681076177e-09
832,3.0,5.0,50.0,0.1,0.0,0.2960756738552025,0.4141984918030694,0.0003296716244729
833,3.0,5.0,50.0,0.1,1.0,0.2968358469401416,0.4144646052726258,0.0003302691231996
834,3.0,5.0,50.0,0.1,2.0,0.3977007037458409,0.5223378134130292,0.0004744326600792
835,3.0,5.0,50.0,0.1,3.0,0.2789515535864557,0.4025515325868302,0.0003334806785466
836,3.0,5.0,50.0,0.01,0.0,0.0048605425694905,0.0401509971383705,3.6606902178640417e-06
837,3.0,5.0,50.0,0.01,1.0,0.0048606091293335,0.0401514405918445,3.660722139968144e-06
838,3.0,5.0,50.0,0.01,2.0,0.0050899143379906,0.0414456124136662,3.688112679142418e-06
839,3.0,5.0,50.0,0.01,3.0,0.0049518564466216,0.0409886742305914,3.6293890044173127e-06
840,3.0,5.0,50.0,0.001,0.0,0.002898170023853,0.0261133646208051,9.719013556705597e-07
841,3.0,5.0,50.0,0.001,1.0,0.0028982358770884,0.0261136371460095,9.719244856013133e-07
842,3.0,5.0,50.0,0.001,2.0,0.0030459609229517,0.0272755367362844,1.0105023088649051e-06
843,3.0,5.0,50.0,0.001,3.0,0.0029371330352608,0.0262919106287253,9.631465633248803e-07
844,3.0,5.0,50.0,0.0,0.0,1.333664989720042e-05,0.0037887475394873,6.585386450987164e-09
845,3.0,5.0,50.0,0.0,1.0,1.3336650843784746e-05,0.0037887479259298,6.585385933679402e-09
846,3.0,5.0,50.0,0.0,2.0,1.3133354851837448e-05,0.0044476229517981,2.7662920072159427e-08
847,3.0,5.0,50.0,0.0,3.0,1.2744590208206064e-05,0.0040964708174757,1.2774260504681608e-08
848,3.0,5.0,500.0,0.1,0.0,0.000520677169581,0.025667863927732,0.0001760864329614
849,3.0,5.0,500.0,0.1,1.0,0.0004918955090391,0.023532787632053,0.0001657393564366
850,3.0,5.0,500.0,0.1,2.0,0.000700126775104,0.0281904166800651,0.0001664631009292
851,3.0,5.0,500.0,0.1,3.0,0.0003686633909008,0.0204162520636237,0.0001689838321232
852,3.0,5.0,500.0,0.01,0.0,1.4404658077463351e-05,0.0071458108120101,1.7049911694295889e-06
853,3.0,5.0,500.0,0.01,1.0,4.975787203720635e-06,0.0031748923137606,1.7177173800697617e-06
854,3.0,5.0,500.0,0.01,2.0,9.465072892096423e-06,0.0056462854061899,1.6187950779241264e-06
855,3.0,5.0,500.0,0.01,3.0,6.395655185401558e-06,0.0042563219260383,1.6612894954462426e-06
856,3.0,5.0,500.0,0.001,0.0,1.645101551328256e-07,0.0004087709686943,1.7408167847289532e-08
857,3.0,5.0,500.0,0.001,1.0,1.6776676735780741e-07,0.0003471973809778,1.673867497551833e-08
858,3.0,5.0,500.0,0.001,2.0,1.2499503734341929e-06,0.0020700665098215,4.9791046840566334e-08
859,3.0,5.0,500.0,0.001,3.0,9.380136237952136e-07,0.0019317101363528,2.288625125113829e-08
860,3.0,5.0,500.0,0.0,0.0,7.4685744510838e-08,0.0002157274193723,6.826574518980019e-11
861,3.0,5.0,500.0,0.0,1.0,1.457093923531134e-07,0.0002805888055772,9.826580548827492e-11
862,3.0,5.0,500.0,0.0,2.0,1.4822600275904425e-06,0.0024545393002008,2.2486196135332065e-08
863,3.0,5.0,500.0,0.0,3.0,1.2980854095015464e-06,0.0023767683272471,5.8523926705733495e-09
864,3.0,5.0,1000.0,0.1,0.0,0.0002153441255315,0.023396916684716,0.0001677928586689
865,3.0,5.0,1000.0,0.1,1.0,0.0002256219370445,0.0215604035364981,0.0001687051139465
866,3.0,5.0,1000.0,0.1,2.0,0.0002361968824055,0.0248395459997201,0.0001632837681837
867,3.0,5.0,1000.0,0.1,3.0,0.0002043846589749,0.0224903505328038,0.0001638024561387
868,3.0,5.0,1000.0,0.01,0.0,6.943705696772668e-06,0.0035370060587575,1.662162025116674e-06
869,3.0,5.0,1000.0,0.01,1.0,3.560845858701562e-06,0.002610004872164,1.640947747209755e-06
870,3.0,5.0,1000.0,0.01,2.0,7.657403349431232e-06,0.0049103563918362,1.6868262435510836e-06
871,3.0,5.0,1000.0,0.01,3.0,1.613349064787891e-05,0.0073017590267001,1.6703274754679677e-06
872,3.0,5.0,1000.0,0.001,0.0,1.374952115447056e-07,0.0003652335555765,1.6962279614371942e-08
873,3.0,5.0,1000.0,0.001,1.0,1.620675822608477e-07,0.0006655008621192,1.6683923293874687e-08
874,3.0,5.0,1000.0,0.001,2.0,1.169586808613015e-06,0.0024370246984842,4.68523264246166e-08
875,3.0,5.0,1000.0,0.001,3.0,1.3004831377871473e-06,0.0026182619791429,2.410625130335285e-08
876,3.0,5.0,1000.0,0.0,0.0,9.424774575457313e-08,0.0001974567367554,6.709560629589525e-11
877,3.0,5.0,1000.0,0.0,1.0,1.0962494598571497e-07,0.00025183170173,8.823103729247103e-11
878,3.0,5.0,1000.0,0.0,2.0,9.12418938274113e-07,0.0018213036346529,2.1283292307651988e-08
879,3.0,5.0,1000.0,0.0,3.0,1.2426045531336032e-06,0.0024475445254085,6.310152679255012e-09
880,3.0,5.0,1500.0,0.1,0.0,0.0003470567856894,0.0325262451883915,0.0001651115565168
881,3.0,5.0,1500.0,0.1,1.0,0.0002591652621427,0.0231383609596006,0.0001687226784593
882,3.0,5.0,1500.0,0.1,2.0,0.0001722558533585,0.0169044867099815,0.0001646522954856
883,3.0,5.0,1500.0,0.1,3.0,0.0002484152592202,0.024340599145708,0.0001701663328469
884,3.0,5.0,1500.0,0.01,0.0,1.9383339501374894e-06,0.0015859173784269,1.6140057870397314e-06
885,3.0,5.0,1500.0,0.01,1.0,7.794608590091749e-06,0.0059821737807584,1.722500118298427e-06
886,3.0,5.0,1500.0,0.01,2.0,5.667218536284479e-06,0.0049665659067996,1.6552765300787877e-06
887,3.0,5.0,1500.0,0.01,3.0,3.900219160044167e-06,0.0040222257963919,1.6984326752387186e-06
888,3.0,5.0,1500.0,0.001,0.0,1.3472557876930038e-07,0.0005023032997906,1.6385500978529956e-08
889,3.0,5.0,1500.0,0.001,1.0,1.762655140957789e-07,0.0005409002598157,1.726342861140066e-08
890,3.0,5.0,1500.0,0.001,2.0,1.3736404356477787e-06,0.002039257109685,4.316538075185831e-08
891,3.0,5.0,1500.0,0.001,3.0,2.095578979523231e-06,0.0027453038733607,2.2881117437779757e-08
892,3.0,5.0,1500.0,0.0,0.0,2.126971252798949e-08,0.0001251051492286,2.0492914326582413e-11
893,3.0,5.0,1500.0,0.0,1.0,2.543976417713578e-08,0.0001499050392766,2.3559684983744088e-11
894,3.0,5.0,1500.0,0.0,2.0,2.522522017395084e-06,0.0032741389852455,2.8094738606397028e-08
895,3.0,5.0,1500.0,0.0,3.0,1.8830869663953784e-06,0.0030626159652774,6.274504072245561e-09
896,4.0,5.0,50.0,0.1,0.0,0.0089904255608834,0.1206435390604911,0.0001562680597099
897,4.0,5.0,50.0,0.1,1.0,0.0089903777891903,0.1206432888375654,0.0001562680613105
898,4.0,5.0,50.0,0.1,2.0,0.0060131700809948,0.0948617021025517,0.0001565694621693
899,4.0,5.0,50.0,0.1,3.0,0.006372216371068,0.0902676837339717,0.0001562683447807
900,4.0,5.0,50.0,0.01,0.0,0.0167763202933028,0.0668875036480477,8.197568981476954e-06
901,4.0,5.0,50.0,0.01,1.0,0.0167768313950749,0.0668886425831592,8.197792298480319e-06
902,4.0,5.0,50.0,0.01,2.0,0.0176051443626075,0.0686383030079223,8.419951579096856e-06
903,4.0,5.0,50.0,0.01,3.0,0.0170293303698276,0.0676868608715063,8.148703188864092e-06
904,4.0,5.0,50.0,0.001,0.0,0.0177036865551264,0.080403698872207,1.003805713183165e-05
905,4.0,5.0,50.0,0.001,1.0,0.0177048402141399,0.0804065107582521,1.0038794546145938e-05
906,4.0,5.0,50.0,0.001,2.0,0.0188946198123434,0.0823163069290643,1.0619605238393445e-05
907,4.0,5.0,50.0,0.001,3.0,0.0178531293768096,0.0804607223432416,1.0001120679403627e-05
908,4.0,5.0,50.0,0.0,0.0,9.1989852927282e-06,0.0029493699737814,3.427821132403069e-09
909,4.0,5.0,50.0,0.0,1.0,9.198984608124004e-06,0.0029493721766544,3.427819447845508e-09
910,4.0,5.0,50.0,0.0,2.0,1.4733908068394558e-05,0.0050499481353969,2.7414864520529603e-08
911,4.0,5.0,50.0,0.0,3.0,1.084007156930112e-05,0.0035861132044601,9.260194886173071e-09
912,4.0,5.0,500.0,0.1,0.0,0.0021671939488887,0.0359054675898836,0.0001679050488785
913,4.0,5.0,500.0,0.1,1.0,0.0021193405127044,0.0360398131101199,0.0001655838187147
914,4.0,5.0,500.0,0.1,2.0,0.0036025080790062,0.0416003600482961,0.0001693971233341
915,4.0,5.0,500.0,0.1,3.0,0.0024294803049361,0.0443208503366242,0.0001699879391245
916,4.0,5.0,500.0,0.01,0.0,5.763704427324732e-06,0.0049386502741868,1.6281129794605497e-06
917,4.0,5.0,500.0,0.01,1.0,7.304509531454235e-06,0.0058662953231506,1.5717912217817722e-06
918,4.0,5.0,500.0,0.01,2.0,4.573237455088797e-06,0.0030346210103044,1.6765094320771326e-06
919,4.0,5.0,500.0,0.01,3.0,8.275623090805271e-06,0.0053531510106906,1.674639493726648e-06
920,4.0,5.0,500.0,0.001,0.0,4.05415673447219e-07,0.000555102941874,1.7133446694065664e-08
921,4.0,5.0,500.0,0.001,1.0,4.388459487310603e-07,0.0005056621575124,1.7079194684072582e-08
922,4.0,5.0,500.0,0.001,2.0,2.251641716053824e-06,0.00268723974804,4.0553304230051273e-08
923,4.0,5.0,500.0,0.001,3.0,1.464792536801127e-06,0.0023767416556325,2.3038083568578043e-08
924,4.0,5.0,500.0,0.0,0.0,1.563462523524408e-07,0.0003151842035691,1.3010976309903195e-10
925,4.0,5.0,500.0,0.0,1.0,1.738139098816143e-07,0.000339593012085,1.3929717846719783e-10
926,4.0,5.0,500.0,0.0,2.0,1.203343177783314e-06,0.0024730776278914,2.8197632538881045e-08
927,4.0,5.0,500.0,0.0,3.0,1.365067484850972e-06,0.0024953562573526,6.392070111902191e-09
928,4.0,5.0,1000.0,0.1,0.0,0.0002347406067046,0.0221152058422227,0.000167430155758
929,4.0,5.0,1000.0,0.1,1.0,0.0004354884006037,0.0302998393709767,0.0001750635432249
930,4.0,5.0,1000.0,0.1,2.0,0.0002807569901411,0.0240349235254463,0.0001654084292971
931,4.0,5.0,1000.0,0.1,3.0,0.0002118369902662,0.0220278316262828,0.0001700732427786
932,4.0,5.0,1000.0,0.01,0.0,8.774151992230358e-06,0.0050832888811581,1.6419867158724197e-06
933,4.0,5.0,1000.0,0.01,1.0,1.1752285989889848e-05,0.0063022384911708,1.6772035184749704e-06
934,4.0,5.0,1000.0,0.01,2.0,9.747534218585394e-06,0.0057686986959857,1.7091413245673578e-06
935,4.0,5.0,1000.0,0.01,3.0,1.3272044481741908e-05,0.0074550152306595,1.7119741244086722e-06
936,4.0,5.0,1000.0,0.001,0.0,1.783705262167613e-07,0.0007395288216914,1.6707162452335894e-08
937,4.0,5.0,1000.0,0.001,1.0,8.66164066180431e-08,0.0003942837260018,1.6779644416596553e-08
938,4.0,5.0,1000.0,0.001,2.0,1.166199172352761e-06,0.002317227277866,4.6739564095452434e-08
939,4.0,5.0,1000.0,0.001,3.0,1.249197339137632e-06,0.0021489992752051,2.3419645930112605e-08
940,4.0,5.0,1000.0,0.0,0.0,9.11227411957348e-08,0.0002754802876972,7.561672929542891e-11
941,4.0,5.0,1000.0,0.0,1.0,1.1617522487316621e-07,0.0002876935386639,9.228075515112092e-11
942,4.0,5.0,1000.0,0.0,2.0,1.1048990463667023e-06,0.0022769650177146,2.1425961396272483e-08
943,4.0,5.0,1000.0,0.0,3.0,1.321727958597878e-06,0.0022529604581641,6.098595205117856e-09
944,4.0,5.0,1500.0,0.1,0.0,0.0001249475009007,0.0146702795113126,0.0001703563175083
945,4.0,5.0,1500.0,0.1,1.0,0.0001962434272279,0.0223219946141577,0.0001695729756722
946,4.0,5.0,1500.0,0.1,2.0,0.0001056892438889,0.0127162047321114,0.0001677200644642
947,4.0,5.0,1500.0,0.1,3.0,0.0003249795166291,0.0378541969862013,0.000170872294344
948,4.0,5.0,1500.0,0.01,0.0,5.32467393353895e-06,0.0032255738684913,1.6846098467492977e-06
949,4.0,5.0,1500.0,0.01,1.0,1.1096273239733487e-05,0.0072687200777434,1.6467078298687735e-06
950,4.0,5.0,1500.0,0.01,2.0,2.15312994287237e-05,0.0118500729901973,1.6907167000836373e-06
951,4.0,5.0,1500.0,0.01,3.0,1.0528895597578236e-05,0.0068751015071408,1.6779269890479817e-06
952,4.0,5.0,1500.0,0.001,0.0,1.241183602770723e-07,0.0006170021655438,1.650897710936376e-08
953,4.0,5.0,1500.0,0.001,1.0,2.837623062565863e-07,0.0011159313851698,1.6726084315528065e-08
954,4.0,5.0,1500.0,0.001,2.0,2.2230583258803026e-06,0.0026441865057785,4.588419597735989e-08
955,4.0,5.0,1500.0,0.001,3.0,1.7358865362829315e-06,0.0025424746073779,2.3421195526334042e-08
956,4.0,5.0,1500.0,0.0,0.0,3.91803196633201e-08,0.0001829119262794,2.121611080927017e-11
957,4.0,5.0,1500.0,0.0,1.0,2.874722140700671e-08,0.0001108497405481,1.4425807713418306e-11
958,4.0,5.0,1500.0,0.0,2.0,2.339868399942545e-06,0.0034256756529146,3.088234290186818e-08
959,4.0,5.0,1500.0,0.0,3.0,8.433840001901888e-07,0.002068351725857,5.968812949876049e-09
